participant,epochs,SAT,condition
S3,1108,accuracy,Low
S3,1109,accuracy,Low
S3,1110,accuracy,Low
S3,1111,accuracy,Low
S3,1112,accuracy,Medium
S3,1113,accuracy,High
S3,1114,accuracy,Medium
S3,1116,accuracy,High
S3,1117,accuracy,Low
S3,1118,accuracy,Medium
S3,1119,accuracy,Low
S3,1120,accuracy,High
S3,1121,accuracy,Low
S3,1122,accuracy,Low
S3,1123,accuracy,Low
S3,1124,accuracy,Medium
S3,1125,accuracy,Low
S3,1126,accuracy,Low
S3,1127,accuracy,Low
S3,1128,accuracy,Low
S3,1129,accuracy,Medium
S3,1130,accuracy,Low
S3,1131,accuracy,Low
S3,1132,accuracy,Low
S3,1133,accuracy,Low
S3,1134,accuracy,Low
S3,1135,accuracy,Low
S3,1136,accuracy,Medium
S3,1137,accuracy,Low
S3,1138,accuracy,Low
S3,1139,accuracy,Low
S3,1140,accuracy,Medium
S3,1141,accuracy,Medium
S3,1142,accuracy,Low
S3,1143,accuracy,High
S3,1144,accuracy,Low
S3,1145,accuracy,Medium
S3,1146,accuracy,Medium
S3,1147,accuracy,Low
S3,1148,accuracy,Low
S3,1149,accuracy,Medium
S3,1150,accuracy,Medium
S3,1151,accuracy,Medium
S3,1152,accuracy,Low
S3,1153,accuracy,Low
S3,1154,accuracy,Medium
S3,1155,accuracy,Low
S3,1156,accuracy,Medium
S3,1160,accuracy,Low
S3,1161,accuracy,Low
S3,1162,accuracy,Low
S3,1163,accuracy,Low
S3,1164,accuracy,Low
S3,1165,accuracy,High
S3,1166,accuracy,Low
S3,1167,accuracy,Low
S3,1168,accuracy,High
S3,1169,accuracy,High
S3,1170,accuracy,High
S3,1171,accuracy,Low
S3,1175,accuracy,Low
S3,1176,accuracy,Low
S3,1177,accuracy,Low
S3,1178,accuracy,Low
S3,1179,accuracy,Medium
S3,1180,accuracy,Low
S3,1181,accuracy,Medium
S3,1182,accuracy,Medium
S3,1183,accuracy,Low
S3,1184,accuracy,Low
S3,1185,accuracy,Low
S3,1186,accuracy,Low
S3,1187,accuracy,High
S3,1188,accuracy,Low
S3,1189,accuracy,Low
S3,1190,accuracy,High
S3,1191,accuracy,Low
S3,1192,accuracy,Low
S3,1193,accuracy,Low
S3,1194,accuracy,Medium
S3,1195,accuracy,Low
S3,1196,accuracy,Low
S3,1197,accuracy,Low
S3,1198,accuracy,Low
S3,1199,accuracy,Low
S3,1200,accuracy,Low
S3,1201,accuracy,Low
S3,1202,accuracy,Medium
S3,1203,accuracy,Low
S3,1204,accuracy,Low
S3,1205,accuracy,Low
S3,1206,accuracy,Low
S3,1207,accuracy,Low
S3,1208,accuracy,Low
S3,1209,accuracy,Low
S3,1210,accuracy,Low
S3,1211,accuracy,Low
S3,1212,accuracy,Low
S3,1213,accuracy,Medium
S3,1214,accuracy,High
S3,1216,speed,High
S3,1524,accuracy,Medium
S3,1525,accuracy,High
S3,1526,accuracy,High
S3,1527,accuracy,Medium
S3,1528,accuracy,High
S3,1529,accuracy,High
S3,1530,accuracy,Medium
S3,1531,accuracy,High
S3,1532,accuracy,High
S3,1533,accuracy,Medium
S3,1534,accuracy,Low
S3,1535,accuracy,Medium
S3,1536,accuracy,Low
S3,1537,accuracy,Medium
S3,1538,accuracy,High
S3,1539,accuracy,High
S3,1540,accuracy,High
S3,1541,accuracy,Medium
S3,1542,accuracy,Medium
S3,1543,accuracy,High
S3,1544,accuracy,High
S3,1545,accuracy,High
S3,1546,accuracy,High
S3,1547,accuracy,Medium
S3,1548,accuracy,High
S3,1549,accuracy,High
S3,1550,accuracy,Low
S3,1551,accuracy,Medium
S3,1552,accuracy,Low
S3,1553,accuracy,Medium
S3,1554,accuracy,High
S3,1555,accuracy,Medium
S3,1556,accuracy,High
S3,1557,accuracy,Medium
S3,1558,accuracy,Medium
S3,1559,accuracy,High
S3,1560,accuracy,High
S3,1561,accuracy,High
S3,1562,accuracy,High
S3,1563,accuracy,High
S3,1564,accuracy,Medium
S3,1565,accuracy,Medium
S3,1566,accuracy,Medium
S3,1567,accuracy,High
S3,1568,accuracy,High
S3,1569,accuracy,High
S3,1570,accuracy,High
S3,1571,accuracy,Medium
S3,1572,accuracy,High
S3,1573,accuracy,Medium
S3,1574,accuracy,High
S3,1575,accuracy,High
S3,1576,accuracy,High
S3,1577,accuracy,High
S3,1578,accuracy,High
S3,1579,accuracy,Medium
S3,1580,accuracy,High
S3,1581,accuracy,High
S3,1582,accuracy,High
S3,1583,accuracy,Low
S3,1584,accuracy,Medium
S3,1585,accuracy,High
S3,1586,accuracy,High
S3,1587,accuracy,High
S3,1588,accuracy,Medium
S3,1589,accuracy,High
S3,1590,accuracy,Medium
S3,1591,accuracy,High
S3,1592,accuracy,High
S3,1593,accuracy,High
S3,1594,accuracy,Medium
S3,1595,accuracy,High
S3,1596,accuracy,Medium
S3,1597,accuracy,Low
S3,1598,accuracy,Medium
S3,1599,accuracy,High
S3,1600,accuracy,High
S3,1601,accuracy,High
S3,1602,accuracy,Medium
S3,1603,accuracy,High
S3,1604,accuracy,Medium
S3,1605,accuracy,Medium
S3,1606,accuracy,High
S3,1607,accuracy,High
S3,1608,accuracy,High
S3,1609,accuracy,High
S3,1610,accuracy,Low
S3,1611,accuracy,High
S3,1612,accuracy,Medium
S3,1613,accuracy,High
S3,1614,accuracy,Medium
S3,1615,accuracy,Low
S3,1616,accuracy,High
S3,1617,accuracy,High
S3,1618,accuracy,High
S3,1619,accuracy,High
S3,1620,accuracy,High
S3,1621,accuracy,Medium
S3,1622,accuracy,High
S3,1623,accuracy,High
S3,1624,speed,High
S3,1626,speed,High
S3,1627,speed,Low
S3,1628,speed,High
S3,1629,speed,High
S3,1630,speed,Medium
S3,1631,speed,High
S3,1632,speed,Medium
S3,1633,speed,Low
S3,1634,speed,Low
S3,1637,speed,Low
S3,1638,speed,Low
S3,1643,speed,Medium
S3,1645,speed,Low
S3,1651,speed,High
S3,1652,speed,Low
S3,1653,speed,Low
S3,1657,speed,High
S3,1658,speed,Low
S3,1659,speed,Medium
S3,1660,speed,Low
S3,1661,speed,Low
S3,1662,speed,High
S3,1664,speed,High
S3,1665,speed,Low
S3,1666,speed,High
S3,1667,speed,Low
S3,1668,speed,High
S3,1669,speed,Low
S3,1670,speed,High
S3,1671,speed,High
S3,1672,speed,High
S3,1673,speed,High
S3,1674,speed,Medium
S3,1675,speed,High
S3,1676,speed,Medium
S3,1677,speed,High
S3,1678,speed,Medium
S3,1679,speed,High
S3,1680,speed,Medium
S3,1681,speed,Medium
S3,1682,speed,High
S3,1683,speed,Low
S3,1684,speed,Medium
S3,1685,speed,Low
S3,1686,speed,Medium
S3,1687,speed,High
S3,1688,speed,Medium
S3,1689,speed,High
S3,1690,speed,Medium
S3,1691,speed,High
S3,1692,speed,Medium
S3,1693,speed,High
S3,1694,speed,High
S3,1695,speed,Medium
S3,1696,speed,Low
S3,1697,speed,High
S3,1698,speed,Medium
S3,1699,speed,High
S3,1700,speed,High
S3,1701,speed,Medium
S3,1705,speed,High
S3,1706,speed,Medium
S3,1707,speed,High
S3,1708,speed,High
S3,1709,speed,High
S3,1710,speed,High
S3,1711,speed,High
S3,1712,speed,High
S3,1713,speed,Low
S3,1714,speed,High
S3,1715,speed,High
S3,1716,speed,High
S3,1717,speed,High
S3,1718,speed,High
S3,1719,speed,High
S3,1720,speed,High
S3,1721,speed,High
S3,1722,speed,High
S3,1723,speed,Medium
S3,1724,speed,High
S3,1725,speed,High
S3,1726,speed,High
S3,1728,speed,High
S3,1729,speed,Medium
S3,1730,speed,High
S3,1731,speed,Low
S3,1732,speed,High
S3,1733,speed,Low
S3,1734,speed,Low
S3,1735,speed,Low
S3,1736,speed,Low
S3,1737,speed,Medium
S3,1739,speed,Low
S3,1740,speed,Low
S3,1741,speed,Low
S3,1745,speed,High
S3,1746,speed,Low
S3,1748,speed,Low
S3,1749,speed,Low
S3,1752,speed,High
S3,1753,speed,Low
S3,1754,speed,Low
S3,1755,speed,Low
S3,1756,speed,High
S3,1757,speed,Low
S3,1758,speed,Low
S3,1759,speed,Low
S3,1761,speed,Low
S3,1762,speed,Low
S3,1763,speed,Low
S3,1765,speed,Medium
S3,1766,speed,Low
S3,1767,speed,Low
S3,1768,speed,Low
S3,1769,speed,Low
S3,1770,speed,Low
S3,1771,speed,High
S3,1772,speed,Low
S3,1774,speed,Low
S3,1775,speed,Medium
S3,1777,speed,Low
S3,1780,speed,Low
S3,1782,speed,High
S3,1783,speed,High
S3,1784,speed,Low
S3,1785,speed,Low
S3,1786,speed,Medium
S3,1789,speed,High
S3,1790,speed,Medium
S3,1794,speed,Medium
S3,1796,speed,Low
S3,1798,speed,Low
S3,1800,speed,Low
S3,1802,speed,Low
S3,1803,speed,Low
S3,1804,speed,Medium
S3,1806,speed,Low
S3,1807,speed,Low
S3,1811,speed,Low
S3,1812,speed,Low
S3,1813,speed,Medium
S3,1815,speed,Low
S3,1817,speed,Low
S3,1819,speed,High
S3,1820,speed,High
S3,1821,speed,Low
S3,1822,speed,High
S3,1823,speed,Low
S3,1824,speed,Low
S3,1825,speed,Medium
S3,1826,speed,Medium
S3,1828,accuracy,Low
S3,2136,speed,High
S3,2137,speed,High
S3,2138,speed,Low
S3,2139,speed,High
S3,2140,speed,Medium
S3,2141,speed,Medium
S3,2142,speed,Medium
S3,2143,speed,High
S3,2144,speed,Medium
S3,2145,speed,Medium
S3,2146,speed,High
S3,2147,speed,High
S3,2148,speed,Medium
S3,2149,speed,Medium
S3,2150,speed,Low
S3,2151,speed,Low
S3,2152,speed,Medium
S3,2153,speed,High
S3,2154,speed,Low
S3,2155,speed,High
S3,2156,speed,High
S3,2157,speed,High
S3,2158,speed,High
S3,2159,speed,Low
S3,2160,speed,Medium
S3,2161,speed,Low
S3,2162,speed,Medium
S3,2163,speed,Low
S3,2164,speed,Medium
S3,2165,speed,Medium
S3,2166,speed,Low
S3,2167,speed,High
S3,2168,speed,High
S3,2169,speed,High
S3,2170,speed,Medium
S3,2171,speed,High
S3,2172,speed,Medium
S3,2173,speed,Medium
S3,2174,speed,High
S3,2175,speed,Medium
S3,2176,speed,High
S3,2177,speed,Medium
S3,2178,speed,High
S3,2179,speed,Low
S3,2180,speed,High
S3,2181,speed,Low
S3,2182,speed,Medium
S3,2187,speed,High
S3,2188,speed,High
S3,2189,speed,Low
S3,2190,speed,Low
S3,2191,speed,High
S3,2192,speed,High
S3,2193,speed,High
S3,2194,speed,Medium
S3,2195,speed,Medium
S3,2196,speed,Medium
S3,2197,speed,Low
S3,2198,speed,Low
S3,2199,speed,Medium
S3,2200,speed,Medium
S3,2201,speed,Medium
S3,2202,speed,Medium
S3,2203,speed,Low
S3,2204,speed,Medium
S3,2205,speed,High
S3,2206,speed,Medium
S3,2207,speed,Low
S3,2208,speed,High
S3,2209,speed,Low
S3,2210,speed,Low
S3,2211,speed,High
S3,2212,speed,Medium
S3,2213,speed,High
S3,2214,speed,Low
S3,2215,speed,Medium
S3,2216,speed,Medium
S3,2217,speed,High
S3,2218,speed,Low
S3,2219,speed,Low
S3,2220,speed,High
S3,2221,speed,Medium
S3,2222,speed,Low
S3,2223,speed,Low
S3,2224,speed,Medium
S3,2225,speed,Low
S3,2226,speed,Medium
S3,2227,speed,Low
S3,2228,speed,Low
S3,2229,speed,High
S3,2230,speed,High
S3,2231,speed,High
S3,2232,speed,Medium
S3,2233,speed,Medium
S3,2234,speed,Medium
S3,2235,speed,Low
S3,2236,accuracy,Low
S3,2240,accuracy,High
S3,2241,accuracy,High
S3,2242,accuracy,High
S3,2243,accuracy,High
S3,2244,accuracy,High
S3,2245,accuracy,Medium
S3,2246,accuracy,Medium
S3,2247,accuracy,Medium
S3,2248,accuracy,High
S3,2249,accuracy,Low
S3,2250,accuracy,Medium
S3,2251,accuracy,Medium
S3,2252,accuracy,Medium
S3,2253,accuracy,Medium
S3,2254,accuracy,High
S3,2259,accuracy,High
S3,2260,accuracy,Medium
S3,2261,accuracy,High
S3,2262,accuracy,High
S3,2263,accuracy,High
S3,2264,accuracy,High
S3,2265,accuracy,Medium
S3,2270,accuracy,Low
S3,2271,accuracy,High
S3,2272,accuracy,Medium
S3,2273,accuracy,High
S3,2274,accuracy,Medium
S3,2275,accuracy,Medium
S3,2276,accuracy,Low
S3,2277,accuracy,Low
S3,2278,accuracy,High
S3,2279,accuracy,Low
S3,2280,accuracy,High
S3,2281,accuracy,Low
S3,2282,accuracy,High
S3,2283,accuracy,Low
S3,2284,accuracy,Medium
S3,2285,accuracy,Low
S3,2286,accuracy,Low
S3,2287,accuracy,Low
S3,2288,accuracy,Low
S3,2289,accuracy,High
S3,2290,accuracy,Medium
S3,2291,accuracy,High
S3,2292,accuracy,Medium
S3,2293,accuracy,High
S3,2294,accuracy,Low
S3,2295,accuracy,Low
S3,2296,accuracy,High
S3,2297,accuracy,Medium
S3,2298,accuracy,Medium
S3,2299,accuracy,Low
S3,2300,accuracy,Low
S3,2301,accuracy,Low
S3,2302,accuracy,Medium
S3,2303,accuracy,Medium
S3,2304,accuracy,Medium
S3,2305,accuracy,Medium
S3,2306,accuracy,High
S3,2307,accuracy,Medium
S3,2308,accuracy,Medium
S3,2309,accuracy,Medium
S3,2310,accuracy,High
S3,2311,accuracy,Medium
S3,2312,accuracy,High
S3,2313,accuracy,High
S3,2314,accuracy,Medium
S3,2315,accuracy,Medium
S3,2316,accuracy,High
S3,2317,accuracy,High
S3,2318,accuracy,Medium
S3,2319,accuracy,High
S3,2320,accuracy,Medium
S3,2321,accuracy,Medium
S3,2322,accuracy,High
S3,2323,accuracy,Medium
S3,2324,accuracy,Low
S3,2325,accuracy,Low
S3,2326,accuracy,Medium
S3,2327,accuracy,High
S3,2328,accuracy,Low
S3,2329,accuracy,High
S3,2330,accuracy,Low
S3,2331,accuracy,Medium
S3,2332,accuracy,Medium
S3,2333,accuracy,Low
S3,2334,accuracy,Low
S3,2335,accuracy,Low
S3,2336,accuracy,Medium
S3,2337,accuracy,High
S3,2338,accuracy,Medium
S3,2340,accuracy,Medium
S3,2341,accuracy,Medium
S3,2342,accuracy,High
S3,2343,accuracy,Low
S3,2344,accuracy,Low
S3,2345,accuracy,Medium
S3,2346,accuracy,Medium
S3,2347,accuracy,Medium
S3,2348,accuracy,High
S3,2349,accuracy,High
S3,2350,accuracy,High
S3,2351,accuracy,Low
S3,2352,accuracy,Medium
S3,2353,accuracy,High
S3,2354,accuracy,Medium
S3,2355,accuracy,Medium
S3,2356,accuracy,Medium
S3,2357,accuracy,High
S3,2358,accuracy,Low
S3,2359,accuracy,Medium
S3,2360,accuracy,Low
S3,2361,accuracy,High
S3,2362,accuracy,Low
S3,2363,accuracy,Low
S3,2364,accuracy,Low
S3,2365,accuracy,Medium
S3,2366,accuracy,Medium
S3,2367,accuracy,Medium
S3,2372,accuracy,Medium
S3,2373,accuracy,Medium
S3,2374,accuracy,High
S3,2375,accuracy,Medium
S3,2376,accuracy,Low
S3,2377,accuracy,High
S3,2378,accuracy,Low
S3,2379,accuracy,High
S3,2380,accuracy,Medium
S3,2381,accuracy,Low
S3,2382,accuracy,Low
S3,2383,accuracy,High
S3,2384,accuracy,Medium
S3,2385,accuracy,Medium
S3,2386,accuracy,Medium
S3,2387,accuracy,Medium
S3,2388,accuracy,Low
S3,2389,accuracy,High
S3,2390,accuracy,Low
S3,2391,accuracy,High
S3,2392,accuracy,High
S3,2393,accuracy,Medium
S3,2394,accuracy,High
S3,2395,accuracy,Low
S3,2396,accuracy,Medium
S3,2397,accuracy,Medium
S3,2398,accuracy,Low
S3,2399,accuracy,Medium
S3,2400,accuracy,Medium
S3,2401,accuracy,High
S3,2402,accuracy,Medium
S3,2403,accuracy,Medium
S3,2404,accuracy,High
S3,2405,accuracy,Medium
S3,2406,accuracy,Medium
S3,2407,accuracy,High
S3,2408,accuracy,Medium
S3,2409,accuracy,Medium
S3,2410,accuracy,Medium
S3,2411,accuracy,Low
S3,2412,accuracy,High
S3,2413,accuracy,High
S3,2414,accuracy,Medium
S3,2415,accuracy,High
S3,2416,accuracy,Medium
S3,2417,accuracy,Medium
S3,2418,accuracy,Medium
S3,2419,accuracy,High
S3,2420,accuracy,High
S3,2421,accuracy,Medium
S3,2422,accuracy,Medium
S3,2423,accuracy,Medium
S3,2424,accuracy,High
S3,2425,accuracy,High
S3,2426,accuracy,High
S3,2427,accuracy,Medium
S3,2428,accuracy,High
S3,2429,accuracy,High
S3,2430,accuracy,Medium
S3,2431,accuracy,Medium
S3,2432,accuracy,High
S3,2433,accuracy,Medium
S3,2434,accuracy,Low
S3,2435,accuracy,Medium
S3,2436,accuracy,High
S3,2437,accuracy,Medium
S3,2438,accuracy,Medium
S3,2439,accuracy,Medium
S4,306,speed,Low
S4,307,speed,Low
S4,311,speed,Low
S4,312,speed,High
S4,313,speed,Medium
S4,314,speed,High
S4,315,speed,Low
S4,316,speed,Medium
S4,317,speed,Low
S4,318,speed,Medium
S4,322,speed,Low
S4,323,speed,Low
S4,324,speed,High
S4,325,speed,High
S4,326,speed,Medium
S4,327,speed,Low
S4,328,speed,High
S4,329,speed,Low
S4,330,speed,High
S4,331,speed,Low
S4,334,speed,Low
S4,335,speed,High
S4,336,speed,Medium
S4,337,speed,Low
S4,341,speed,Medium
S4,342,speed,High
S4,343,speed,Low
S4,344,speed,Medium
S4,348,speed,High
S4,349,speed,Medium
S4,350,speed,Low
S4,351,speed,High
S4,352,speed,High
S4,353,speed,Medium
S4,357,speed,Medium
S4,358,speed,Medium
S4,359,speed,High
S4,362,speed,Medium
S4,363,speed,High
S4,364,speed,Medium
S4,365,speed,High
S4,366,speed,High
S4,370,speed,Medium
S4,371,speed,Low
S4,372,speed,Medium
S4,373,speed,Low
S4,374,speed,Low
S4,375,speed,High
S4,376,speed,High
S4,377,speed,Low
S4,378,speed,High
S4,379,speed,High
S4,380,speed,Medium
S4,384,speed,High
S4,385,speed,Low
S4,386,speed,Low
S4,387,speed,High
S4,388,speed,Low
S4,389,speed,Low
S4,390,speed,High
S4,391,speed,Low
S4,392,speed,Low
S4,393,speed,High
S4,394,speed,High
S4,395,speed,Low
S4,396,speed,Medium
S4,397,speed,High
S4,398,speed,Medium
S4,399,speed,Medium
S4,400,speed,High
S4,401,speed,High
S4,402,speed,Medium
S4,403,speed,Medium
S4,404,speed,Low
S4,405,speed,Low
S4,406,speed,Medium
S4,409,accuracy,Low
S4,410,accuracy,Medium
S4,411,accuracy,Medium
S4,412,accuracy,High
S4,413,accuracy,Medium
S4,414,accuracy,Medium
S4,415,accuracy,Low
S4,416,accuracy,High
S4,417,accuracy,Medium
S4,418,accuracy,Medium
S4,419,accuracy,High
S4,420,accuracy,High
S4,421,accuracy,High
S4,422,accuracy,Medium
S4,426,accuracy,High
S4,427,accuracy,High
S4,428,accuracy,High
S4,429,accuracy,Medium
S4,430,accuracy,Medium
S4,431,accuracy,High
S4,432,accuracy,High
S4,433,accuracy,High
S4,434,accuracy,Medium
S4,435,accuracy,High
S4,436,accuracy,High
S4,437,accuracy,Medium
S4,438,accuracy,High
S4,439,accuracy,Medium
S4,440,accuracy,High
S4,441,accuracy,High
S4,442,accuracy,High
S4,443,accuracy,Medium
S4,444,accuracy,High
S4,445,accuracy,High
S4,446,accuracy,High
S4,447,accuracy,High
S4,448,accuracy,Medium
S4,450,accuracy,High
S4,451,accuracy,Medium
S4,452,accuracy,High
S4,453,accuracy,High
S4,454,accuracy,High
S4,455,accuracy,Medium
S4,456,accuracy,High
S4,460,accuracy,Medium
S4,461,accuracy,Medium
S4,462,accuracy,High
S4,463,accuracy,High
S4,464,accuracy,High
S4,465,accuracy,High
S4,466,accuracy,High
S4,467,accuracy,High
S4,468,accuracy,High
S4,469,accuracy,High
S4,470,accuracy,High
S4,471,accuracy,High
S4,472,accuracy,Medium
S4,473,accuracy,High
S4,474,accuracy,Medium
S4,475,accuracy,High
S4,476,accuracy,Medium
S4,479,accuracy,Medium
S4,480,accuracy,High
S4,481,accuracy,Medium
S4,482,accuracy,Low
S4,483,accuracy,Medium
S4,484,accuracy,Low
S4,485,accuracy,High
S4,486,accuracy,High
S4,487,accuracy,Low
S4,488,accuracy,Medium
S4,489,accuracy,Medium
S4,490,accuracy,Medium
S4,491,accuracy,Medium
S4,492,accuracy,High
S4,493,accuracy,Medium
S4,494,accuracy,Medium
S4,495,accuracy,High
S4,496,accuracy,High
S4,497,accuracy,Low
S4,498,accuracy,High
S4,499,accuracy,Medium
S4,500,accuracy,Low
S4,501,accuracy,High
S4,502,accuracy,High
S4,503,accuracy,Low
S4,504,accuracy,Medium
S4,505,accuracy,High
S4,506,accuracy,High
S4,507,accuracy,Low
S4,508,accuracy,High
S4,513,accuracy,High
S4,514,accuracy,Medium
S4,515,accuracy,High
S4,516,accuracy,Medium
S4,519,accuracy,Medium
S4,520,accuracy,High
S4,521,accuracy,High
S4,522,accuracy,Low
S4,523,accuracy,Medium
S4,524,accuracy,Medium
S4,525,accuracy,High
S4,526,accuracy,Low
S4,527,accuracy,High
S4,528,accuracy,Low
S4,529,accuracy,Low
S4,530,accuracy,High
S4,531,accuracy,Low
S4,532,accuracy,High
S4,533,accuracy,High
S4,534,accuracy,High
S4,538,accuracy,Medium
S4,539,accuracy,Medium
S4,540,accuracy,Medium
S4,541,accuracy,Medium
S4,542,accuracy,High
S4,543,accuracy,Low
S4,544,accuracy,High
S4,545,accuracy,Low
S4,546,accuracy,High
S4,547,accuracy,Low
S4,548,accuracy,Medium
S4,549,accuracy,High
S4,550,accuracy,Medium
S4,551,accuracy,Medium
S4,552,accuracy,Low
S4,553,accuracy,Low
S4,554,accuracy,Low
S4,555,accuracy,Medium
S4,556,accuracy,High
S4,557,accuracy,Medium
S4,558,accuracy,Medium
S4,559,accuracy,High
S4,560,accuracy,Medium
S4,561,accuracy,Low
S4,562,accuracy,Medium
S4,563,accuracy,Medium
S4,564,accuracy,Medium
S4,565,accuracy,Medium
S4,566,accuracy,Medium
S4,567,accuracy,High
S4,568,accuracy,High
S4,569,accuracy,Low
S4,570,accuracy,Low
S4,571,accuracy,Low
S4,572,accuracy,High
S4,573,accuracy,High
S4,574,accuracy,Low
S4,575,accuracy,High
S4,580,accuracy,Medium
S4,581,accuracy,Medium
S4,582,accuracy,Medium
S4,583,accuracy,Medium
S4,584,accuracy,High
S4,585,accuracy,Low
S4,586,accuracy,Low
S4,587,accuracy,Low
S4,588,accuracy,High
S4,589,accuracy,Low
S4,590,accuracy,Medium
S4,591,accuracy,Medium
S4,592,accuracy,Low
S4,593,accuracy,High
S4,594,accuracy,High
S4,600,accuracy,Medium
S4,601,accuracy,Low
S4,602,accuracy,Medium
S4,603,accuracy,Medium
S4,606,accuracy,Low
S4,609,accuracy,Low
S4,610,accuracy,Low
S4,918,accuracy,Low
S4,919,accuracy,High
S4,920,accuracy,High
S4,921,accuracy,Medium
S4,922,accuracy,Medium
S4,923,accuracy,Medium
S4,927,accuracy,High
S4,928,accuracy,Low
S4,929,accuracy,Low
S4,930,accuracy,High
S4,931,accuracy,Medium
S4,932,accuracy,Medium
S4,933,accuracy,High
S4,934,accuracy,High
S4,935,accuracy,Low
S4,936,accuracy,Low
S4,937,accuracy,High
S4,938,accuracy,Medium
S4,939,accuracy,Medium
S4,940,accuracy,Medium
S4,941,accuracy,High
S4,942,accuracy,High
S4,943,accuracy,High
S4,944,accuracy,Medium
S4,945,accuracy,Low
S4,946,accuracy,Medium
S4,947,accuracy,High
S4,948,accuracy,High
S4,952,accuracy,Low
S4,953,accuracy,Low
S4,954,accuracy,Medium
S4,955,accuracy,High
S4,956,accuracy,Low
S4,957,accuracy,Medium
S4,958,accuracy,High
S4,959,accuracy,Medium
S4,960,accuracy,Low
S4,961,accuracy,Low
S4,962,accuracy,Low
S4,963,accuracy,Medium
S4,964,accuracy,Low
S4,965,accuracy,High
S4,966,accuracy,Low
S4,967,accuracy,High
S4,968,accuracy,Low
S4,969,accuracy,Medium
S4,970,accuracy,High
S4,971,accuracy,Low
S4,972,accuracy,Medium
S4,973,accuracy,Medium
S4,974,accuracy,Low
S4,975,accuracy,High
S4,976,accuracy,High
S4,979,accuracy,Medium
S4,980,accuracy,Low
S4,981,accuracy,High
S4,982,accuracy,Low
S4,983,accuracy,Medium
S4,984,accuracy,Medium
S4,985,accuracy,High
S4,986,accuracy,High
S4,987,accuracy,Medium
S4,988,accuracy,Medium
S4,989,accuracy,Medium
S4,990,accuracy,Low
S4,991,accuracy,Medium
S4,992,accuracy,Low
S4,993,accuracy,High
S4,994,accuracy,Low
S4,997,accuracy,Low
S4,998,accuracy,High
S4,999,accuracy,Medium
S4,1000,accuracy,High
S4,1001,accuracy,High
S4,1002,accuracy,Medium
S4,1003,accuracy,Low
S4,1004,accuracy,High
S4,1005,accuracy,Medium
S4,1006,accuracy,Low
S4,1007,accuracy,High
S4,1008,accuracy,Medium
S4,1012,accuracy,Medium
S4,1013,accuracy,Medium
S4,1014,accuracy,High
S4,1015,accuracy,Medium
S4,1016,accuracy,Medium
S4,1017,accuracy,High
S4,1018,accuracy,Low
S4,1026,speed,Low
S4,1027,speed,High
S4,1028,speed,Medium
S4,1029,speed,Medium
S4,1030,speed,Low
S4,1031,speed,Medium
S4,1034,speed,High
S4,1035,speed,Low
S4,1036,speed,High
S4,1037,speed,High
S4,1043,speed,High
S4,1044,speed,Medium
S4,1045,speed,Medium
S4,1047,speed,Medium
S4,1048,speed,Low
S4,1049,speed,High
S4,1050,speed,Low
S4,1051,speed,Low
S4,1052,speed,Low
S4,1053,speed,High
S4,1054,speed,Low
S4,1055,speed,Low
S4,1061,speed,Medium
S4,1062,speed,Low
S4,1063,speed,Low
S4,1064,speed,Medium
S4,1065,speed,Low
S4,1069,speed,High
S4,1070,speed,High
S4,1071,speed,High
S4,1072,speed,Medium
S4,1073,speed,Medium
S4,1077,speed,High
S4,1078,speed,Medium
S4,1079,speed,Low
S4,1080,speed,High
S4,1081,speed,High
S4,1082,speed,Low
S4,1083,speed,Low
S4,1084,speed,Medium
S4,1085,speed,Low
S4,1086,speed,High
S4,1087,speed,Medium
S4,1088,speed,Low
S4,1089,speed,Medium
S4,1090,speed,Medium
S4,1092,speed,High
S4,1093,speed,Low
S4,1094,speed,Medium
S4,1098,speed,Low
S4,1099,speed,Low
S4,1100,speed,High
S4,1101,speed,High
S4,1102,speed,Low
S4,1103,speed,Medium
S4,1107,speed,High
S4,1108,speed,Medium
S4,1109,speed,Medium
S4,1110,speed,High
S4,1111,speed,Low
S4,1112,speed,Medium
S4,1113,speed,High
S4,1114,speed,Medium
S4,1115,speed,High
S4,1116,speed,Medium
S4,1117,speed,High
S4,1118,speed,High
S4,1119,speed,Medium
S4,1120,speed,Low
S4,1127,speed,Medium
S4,1128,speed,Medium
S4,1129,speed,Low
S4,1130,speed,Medium
S4,1131,speed,Medium
S4,1132,speed,Medium
S4,1133,speed,Medium
S4,1134,speed,Medium
S4,1135,speed,High
S4,1136,speed,Low
S4,1138,speed,Low
S4,1139,speed,Low
S4,1141,speed,Low
S4,1142,speed,Low
S4,1143,speed,Low
S4,1144,speed,High
S4,1147,speed,Medium
S4,1148,speed,Medium
S4,1149,speed,High
S4,1150,speed,Medium
S4,1151,speed,Medium
S4,1152,speed,High
S4,1153,speed,High
S4,1154,speed,Medium
S4,1155,speed,Low
S4,1156,speed,Low
S4,1157,speed,Low
S4,1158,speed,Low
S4,1159,speed,High
S4,1160,speed,Low
S4,1161,speed,High
S4,1166,speed,Medium
S4,1167,speed,High
S4,1168,speed,Medium
S4,1169,speed,Medium
S4,1170,speed,High
S4,1171,speed,Medium
S4,1172,speed,Low
S4,1173,speed,Medium
S4,1174,speed,Low
S4,1175,speed,High
S4,1176,speed,High
S4,1177,speed,Medium
S4,1178,speed,Low
